1	first-order administrative division	a primary administrative division of a country, such as a state in the United States	has_hypernym;6	108654360-n;DGM_equivalent	A.ADM1
448	stadium	a structure with an enclosure for athletic games with tiers of seats for spectators		104295881-n;DGM_equivalent	S.STDM
449	scientific research base	a scientific facility used as a base from which research is carried out or monitored		104306080-n;DGM_hyponym	S.STNB
450	coast guard station	a facility from which the coast is guarded by armed vessels		104306080-n;DGM_hyponym	S.STNC
451	experiment station	a facility for carrying out experiments		104306080-n;DGM_hyponym	S.STNE
452	forest station	a collection of buildings and facilities for carrying out forest management		104306080-n;DGM_hyponym	S.STNF
453	inspection station	a station at which vehicles, goods, and people are inspected		104306080-n;DGM_hyponym	S.STNI
454	meteorological station	a station at which weather elements are recorded		104306080-n;DGM_hyponym	S.STNM
455	radio station	a facility for producing and transmitting information by radio waves		104044119-n;DGM_equivalent	S.STNR
456	satellite station	a facility for tracking and communicating with orbiting satellites		104306080-n;DGM_hyponym	S.STNS
457	whaling station	a facility for butchering whales and processing train oil		104306080-n;DGM_hyponym	S.STNW
458	steps	stones or slabs placed for ease in ascending or descending a steep slope		104298171-n;DGM_equivalent	S.STPS
459	sewage treatment plant	facility for the processing of sewage and/or wastewater	has_hypernym;345	103956922-n;DGM_hyponym	S.SWT
460	theater	A building, room, or outdoor structure for the presentation of plays, films, or other dramatic performances	has_hypernym;258	104417809-n;DGM_equivalent	S.THTR
461	tomb	a structure for interring bodies		103455033-n;DGM_equivalent	S.TMB
462	temple	an edifice dedicated to religious worship	has_hypernym;258	104407435-n;DGM_equivalent	S.TMPL
463	cattle dipping tank	a small artificial pond used for immersing cattle in chemically treated water for disease control		109397391-n;DGM_hyponym	S.TNKD
464	tower	a high conspicuous structure, typically much higher than its diameter		104460130-n;DGM_equivalent	S.TOWR
465	transit terminal	facilities for the handling of vehicular freight and passengers	has_hypernym;307	104412901-n;DGM_hyponym	S.TRANT
466	triangulation station	a point on the earth whose position has been determined by triangulation	has_hypernym;176	104306080-n;DGM_hyponym	S.TRIG
467	oil pipeline terminal	a tank farm or loading facility at the end of an oil pipeline	meronym;218	104412901-n;DGM_hyponym	S.TRMO
468	temp work office	Temporary Work Offices	has_hypernym;307	108337324-n;DGM_hyponym	S.TWO
469	university prep school	University Preparation Schools and Institutions	has_hypernym;432	108409969-n;DGM_equivalent	S.UNIP
470	university	An institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master's degrees and doctorates and an undergraduate division that awards bachelor's degrees.		104511002-n;DGM_equivalent	S.UNIV
471	united states government establishment	a facility operated by the United States Government in Panama	has_hypernym;258	103315023-n;DGM_hyponym	S.USGE
472	veterinary facility	a building or camp at which veterinary services are available	has_hypernym;307	103315023-n;DGM_hyponym	S.VETF
473	wall	a thick masonry structure, usually enclosing a field or building, or forming the side of a structure		104546855-n;DGM_equivalent	S.WALL
474	ancient wall	the remains of a linear defensive stone structure	has_hypernym;473	104051825-n;DGM_hyponym	S.WALLA
475	weir	a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel		104571566-n;DGM_equivalent	S.WEIR
476	wharf(-ves)	a structure of open rather than solid construction along a shore or a bank which provides berthing for ships and cargo-handling facilities		103933529-n;DGM_equivalent	S.WHRF
477	wreck	the site of the remains of a wrecked vessel		114423870-n;DGM_equivalent	S.WRCK
478	waterworks	a facility for supplying potable water through a water source and a system of pumps and filtration beds		104563790-n;DGM_equivalent	S.WTRW
479	free trade zone	an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations	has_hypernym;16	101092643-n;DGM_equivalent	S.ZNF
480	zoo	a zoological garden or park where wild animals are kept for exhibition		103745146-n;DGM_equivalent	S.ZOO
481	asphalt lake	a small basin containing naturally occurring asphalt	has_hypernym;73	109215437-n;DGM_hyponym	T.ASPH
482	atoll	a ring-shaped coral reef which has closely spaced islands on it encircling a lagoon		109210862-n;DGM_equivalent	T.ATOL
483	bar	a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts		109214060-n;DGM_equivalent	T.BAR
484	beach	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves		109217230-n;DGM_equivalent	T.BCH
485	beaches	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves		109217230-n;DGM_equivalent	T.BCHS
486	badlands	an area characterized by a maze of very closely spaced, deep, narrow, steep-sided ravines, and sharp crests and pinnacles		109212572-n;DGM_equivalent	T.BDLD
487	boulder field	a high altitude or high latitude bare, flat area covered with large angular rocks	has_hypernym;16	109227839-n;DGM_equivalent	T.BLDR
488	blowhole	a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air		104526241-n;DGM_equivalent	T.BLHL
489	blowout	a small depression in sandy terrain, caused by wind erosion		109366017-n;DGM_hyponym	T.BLOW
490	bench	a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody		109456207-n;DGM_equivalent	T.BNCH
491	butte	a small, isolated, usually flat-topped hill with steep sides		109230202-n;DGM_equivalent	T.BUTE
492	cape	a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction		109233715-n;DGM_equivalent	T.CAPE
493	cleft	a deep narrow slot, notch, or groove in a coastal cliff		109258715-n;DGM_equivalent	T.CFT
494	caldera	a depression measuring kilometers across formed by the collapse of a volcanic mountain		109231117-n;DGM_equivalent	T.CLDA
495	cliff	a high, steep to perpendicular slope overlooking a waterbody or lower area		109246464-n;DGM_equivalent	T.CLF
496	canyon	a deep, narrow valley with steep sides cutting into a plateau or mountainous area		109233446-n;DGM_equivalent	T.CNYN
497	cone	a conical landform composed of mud or volcanic material		113872592-n;DGM_hyponym	T.CONE
498	corridor	a strip or area of land having significance as an access way		105248181-n;DGM_hyponym	T.CRDR
499	cirque	a bowl-like hollow partially surrounded by cliffs or steep slopes at the head of a glaciated valley		109245515-n;DGM_equivalent	T.CRQ
500	cirques	bowl-like hollows partially surrounded by cliffs or steep slopes at the head of a glaciated valley		109245515-n;DGM_equivalent	T.CRQS
501	crater	a generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action		109259219-n;DGM_equivalent	T.CRTR
502	cuesta	an asymmetric ridge formed on tilted strata		109409512-n;DGM_equivalent	T.CUET
503	delta	a flat plain formed by alluvial deposits at the mouth of a stream		109264803-n;DGM_equivalent	T.DLTA
504	depression	a low area surrounded by higher land and usually characterized by interior drainage		109366017-n;DGM_equivalent	T.DPR
505	desert	a large area with little or no vegetation due to extreme environmental conditions		108505573-n;DGM_equivalent	T.DSRT
506	dune	a wave form, ridge or star shape feature composed of sand		109270735-n;DGM_equivalent	T.DUNE
507	divide	a line separating adjacent drainage basins		108679369-n;DGM_equivalent	T.DVD
508	sandy desert	an extensive tract of shifting sand and sand dunes	has_hypernym;505	108505573-n;DGM_hyponym	T.ERG
509	fan	a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain		109193282-n;DGM_hyponym	T.FAN
510	ford	a shallow part of a stream which can be crossed on foot or by land vehicle		109283623-n;DGM_equivalent	T.FORD
511	fissure	a crack associated with volcanism		113907272-n;DGM_hyponym	T.FSR
512	gap	a low place in a ridge, not used for transportation		109249034-n;DGM_equivalent	T.GAP
513	gorge	a short, narrow, steep-sided section of a stream valley		109290444-n;DGM_equivalent	T.GRGE
514	headland	a high projection of land extending into a large body of water beyond the line of the coast		109399592-n;DGM_equivalent	T.HDLD
515	hill	a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m		109303008-n;DGM_equivalent	T.HLL
516	hills	rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m		109303008-n;DGM_equivalent	T.HLLS
517	hammock	a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups		109326662-n;DGM_equivalent	T.HMCK
518	rock desert	a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer	has_hypernym;505	108505573-n;DGM_hyponym	T.HMDA
519	interfluve	a relatively undissected upland between adjacent stream valleys		109302616-n;DGM_hyponym	T.INTF
520	island	a tract of land, smaller than a continent, surrounded by water at high water		109316454-n;DGM_equivalent	T.ISL
521	islet	small island, bigger than rock, smaller than island.	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLET
522	artificial island	an island created by landfill or diking and filling in a wetland, bay, or lagoon	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLF
523	mangrove island	a mangrove swamp surrounded by a waterbody	has_hypernym;520	112345899-n;DGM_equivalent	T.ISLM
524	islands	tracts of land, smaller than a continent, surrounded by water at high water		109316454-n;DGM_equivalent	T.ISLS
525	land-tied island	a coastal island connected to the mainland by barrier beaches, levees or dikes	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLT
526	section of island		meronym;520		T.ISLX
527	isthmus	a narrow strip of land connecting two larger land masses and bordered by water		109319604-n;DGM_hyponym	T.ISTH
528	karst area	a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage		108497294-n;DGM_hyponym	T.KRST
529	lava area	an area of solidified lava		114930989-n;DGM_equivalent	T.LAVA
530	levee	a natural low embankment bordering a distributary or meandering stream; often built up artificially to control floods		103658635-n;DGM_equivalent	T.LEV
531	mesa	a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau		109351905-n;DGM_equivalent	T.MESA
532	mound	a low, isolated, rounded hill	has_hypernym;515	109326662-n;DGM_equivalent	T.MND
533	moraine	a mound, ridge, or other accumulation of glacial till		109358907-n;DGM_equivalent	T.MRN
534	mountain	an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more		109359803-n;DGM_equivalent	T.MT
535	mountains	a mountain range or a group of mountains or high ridges		109359803-n;DGM_equivalent	T.MTS
536	meander neck	a narrow strip of land between the two limbs of a meander loop at its narrowest point		109367733-n;DGM_equivalent	T.NKM
537	nunatak	a rock or mountain peak protruding through glacial ice		109289331-n;DGM_hyponym	T.NTK
538	nunataks	rocks or mountain peaks protruding through glacial ice		109289331-n;DGM_hyponym	T.NTKS
539	pan	a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool		109366017-n;DGM_equivalent	T.PAN
540	pans	a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool		109366017-n;DGM_equivalent	T.PANS
541	pass	a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap]		109386842-n;DGM_equivalent	T.PASS
542	peninsula	an elongate area of land projecting into a body of water and nearly surrounded by water		109388848-n;DGM_equivalent	T.PEN
543	section of peninsula		meronym;542		T.PENX
544	peak	a pointed elevation atop a mountain, ridge, or other hypsographic feature		108617963-n;DGM_equivalent	T.PK
545	peaks	pointed elevations atop a mountain, ridge, or other hypsographic features		108617963-n;DGM_equivalent	T.PKS
546	plateau	an elevated plain with steep slopes on one or more sides, and often with incised streams		109453008-n;DGM_equivalent	T.PLAT
547	section of plateau		meronym;546		T.PLATX
548	polder	an area reclaimed from the sea by diking and draining		109397001-n;DGM_equivalent	T.PLDR
549	plain	an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area		109393605-n;DGM_equivalent	T.PLN
550	section of plain		meronym;549		T.PLNX
551	promontory(-ies)	a bluff or prominent hill overlooking or projecting into a lowland		109399592-n;DGM_equivalent	T.PROM
552	point	a tapering piece of land projecting into a body of water, less prominent than a cape	has_hypernym;551	109396465-n;DGM_equivalent	T.PT
553	points	tapering pieces of land projecting into a body of water, less prominent than a cape	has_hypernym;551	109396465-n;DGM_equivalent	T.PTS
554	beach ridge	a ridge of sand just inland and parallel to the beach, usually in series		109409512-n;DGM_hyponym	T.RDGB
555	ridge	a long narrow elevation with steep sides, and a more or less continuous crest		109409512-n;DGM_hyponym	T.RDGE
556	stony desert	a desert plain characterized by a surface veneer of gravel and stones	has_hypernym;505	108505573-n;DGM_hyponym	T.REG
557	rock	a conspicuous, isolated rocky mass		109416076-n;DGM_equivalent	T.RK
558	rockfall	an irregular mass of fallen rock at the base of a cliff or steep slope		109416076-n;DGM_hyponym	T.RKFL
559	rocks	conspicuous, isolated rocky masses		109416076-n;DGM_equivalent	T.RKS
560	sand area	a tract of land covered with sand		108497294-n;DGM_hyponym	T.SAND
561	dry stream bed	a channel formerly containing the water of a stream	meronym;153	109217638-n;DGM_hyponym	T.SBED
562	escarpment	a long line of cliffs or steep slopes separating level surfaces above and below		109274152-n;DGM_equivalent	T.SCRP
563	saddle	a broad, open pass crossing a ridge or between hills or mountains		109418810-n;DGM_equivalent	T.SDL
564	shore	a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively		109433442-n;DGM_equivalent	T.SHOR
565	sinkhole	a small crater-shape depression in a karst area		109435739-n;DGM_equivalent	T.SINK
566	slide	a mound of earth material, at the base of a slope and the associated scoured area		107404944-n;DGM_equivalent	T.SLID
567	slope	a surface with a relatively uniform slope angle		109437454-n;DGM_equivalent	T.SLP
568	spit	a narrow, straight or curved continuation of a beach into a waterbody		109442595-n;DGM_equivalent	T.SPIT
569	spur	a subordinate ridge projecting outward from a hill, mountain or other elevation		113912839-n;DGM_hyponym	T.SPUR
570	talus slope	a steep concave slope formed by an accumulation of loose rock fragments at the base of a cliff or steep slope		109454153-n;DGM_equivalent	T.TAL
571	interdune trough	a long wind-swept trough between parallel longitudinal dunes		109462773-n;DGM_hyponym	T.TRGD
572	terrace	a long, narrow alluvial platform bounded by steeper slopes above and below, usually overlooking a waterbody		109456207-n;DGM_equivalent	T.TRR
573	upland	an extensive interior region of high land with low to moderate surface relief		109302616-n;DGM_equivalent	T.UPLD
574	valley	an elongated depression usually traversed by a stream		109468604-n;DGM_equivalent	T.VAL
575	hanging valley	a valley the floor of which is notably higher than the valley or shore to which it leads; most common in areas that have been glaciated	has_hypernym;574	109468604-n;DGM_hyponym	T.VALG
576	valleys	elongated depressions usually traversed by a stream		109468604-n;DGM_equivalent	T.VALS
577	section of valley		meronym;576		T.VALX
578	volcano	a conical elevation composed of volcanic materials with a crater at the top		109472597-n;DGM_equivalent	T.VLC
579	apron	a gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts		109437454-n;DGM_hyponym	U.APNU
580	arch	a low bulge around the southeastern end of the island of Hawaii		113886133-n;DGM_hyponym	U.ARCU
581	arrugado	an area of subdued corrugations off Baja California		113902229-n;DGM_equivalent	U.ARRU
582	borderland	a region adjacent to a continent, normally occupied by or bordering a shelf, that is highly irregular with depths well in excess of those typical of a shelf		108513163-n;DGM_equivalent	U.BDLU
583	banks	elevations, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation		109213565-n;DGM_equivalent	U.BKSU
584	bank	an elevation, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation		109456207-n;DGM_equivalent	U.BNKU
585	basin	a depression more or less equidimensional in plan and of variable extent		109215437-n;DGM_equivalent	U.BSNU
586	cordillera	an entire mountain system including the subordinate ranges, interior plateaus, and basins		109403734-n;DGM_equivalent	U.CDAU
587	canyons	relatively narrow, deep depressions with steep sides, the bottom of which generally has a continuous slope		109233446-n;DGM_equivalent	U.CNSU
588	canyon	a relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope		109233446-n;DGM_equivalent	U.CNYU
589	continental rise	a gentle slope rising from oceanic depths towards the foot of a continental slope		109206985-n;DGM_hyponym	U.CRSU
590	deep	a localized deep area within the confines of a larger feature, such as a trough, basin or trench		109461315-n;DGM_equivalent	U.DEPU
591	shelf edge	a line along which there is a marked increase of slope at the outer margin of a continental shelf or island shelf		109337253-n;DGM_equivalent	U.EDGU
592	escarpment (or scarp)	an elongated and comparatively steep slope separating flat or gently sloping areas		109274152-n;DGM_equivalent	U.ESCU
593	fan	a relatively smooth feature normally sloping away from the lower termination of a canyon or canyon system		109233446-n;DGM_equivalent	U.FANU
594	flat	a small level or nearly level area		109281411-n;DGM_equivalent	U.FLTU
595	fracture zone	an extensive linear zone of irregular topography of the sea floor, characterized by steep-sided or asymmetrical ridges, troughs, or escarpments		109376526-n;DGM_meronym	U.FRZU
596	furrow	a closed, linear, narrow, shallow depression		103406966-n;DGM_equivalent	U.FURU
597	gap	a narrow break in a ridge or rise		109249034-n;DGM_equivalent	U.GAPU
598	gully	a small valley-like feature		109300306-n;DGM_equivalent	U.GLYU
599	hill	an elevation rising generally less than 500 meters		109303008-n;DGM_equivalent	U.HLLU
600	hills	elevations rising generally less than 500 meters		109303008-n;DGM_equivalent	U.HLSU
601	hole	a small depression of the sea floor		109304750-n;DGM_equivalent	U.HOLU
602	knoll	an elevation rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summit		109326662-n;DGM_equivalent	U.KNLU
603	knolls	elevations rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summits		109326662-n;DGM_equivalent	U.KNSU
604	ledge	a rocky projection or outcrop, commonly linear and near shore		109337253-n;DGM_equivalent	U.LDGU
605	levee	an embankment bordering a canyon, valley, or seachannel		103658635-n;DGM_equivalent	U.LEVU
606	mesa	an isolated, extensive, flat-topped elevation on the shelf, with relatively steep sides		109351905-n;DGM_equivalent	U.MESU
607	mound	a low, isolated, rounded hill		109326662-n;DGM_equivalent	U.MNDU
608	moat	an annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations		103776050-n;DGM_equivalent	U.MOTU
609	mountain	a well-delineated subdivision of a large and complex positive feature		109359803-n;DGM_equivalent	U.MTU
610	peaks	prominent elevations, part of a larger feature, either pointed or of very limited extent across the summit		108617963-n;DGM_equivalent	U.PKSU
611	peak	a prominent elevation, part of a larger feature, either pointed or of very limited extent across the summit		108617963-n;DGM_equivalent	U.PKU
612	plain	a flat, gently sloping or nearly level region		103961939-n;DGM_equivalent	U.PLNU
613	plateau	a comparatively flat-topped feature of considerable extent, dropping off abruptly on one or more sides		109453008-n;DGM_equivalent	U.PLTU
614	pinnacle	a high tower or spire-shaped pillar of rock or coral, alone or cresting a summit		108619457-n;DGM_equivalent	U.PNLU
615	province	a region identifiable by a group of similar physiographic features whose characteristics are markedly in contrast with surrounding areas		109376526-n;DGM_meronym	U.PRVU
616	ridge	a long narrow elevation with steep sides		109409512-n;DGM_equivalent	U.RDGU
617	ridges	long narrow elevations with steep sides		109409512-n;DGM_equivalent	U.RDSU
618	reefs	surface-navigation hazards composed of consolidated material		109406793-n;DGM_equivalent	U.RFSU
619	reef	a surface-navigation hazard composed of consolidated material		109406793-n;DGM_equivalent	U.RFU
620	rise	a broad elevation that rises gently, and generally smoothly, from the sea floor		109366317-n;DGM_equivalent	U.RISU
621	seachannel	a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides		109366017-n;DGM_hyponym	U.SCNU
622	seachannels	continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides		109366017-n;DGM_hyponym	U.SCSU
623	saddle	a low part, resembling in shape a saddle, in a ridge or between contiguous seamounts		109418810-n;DGM_equivalent	U.SDLU
624	shelf	a zone adjacent to a continent (or around an island) that extends from the low water line to a depth at which there is usually a marked increase of slope towards oceanic depths		109337253-n;DGM_equivalent	U.SHFU
625	shoal	a surface-navigation hazard composed of unconsolidated material		109433312-n;DGM_equivalent	U.SHLU
626	shoals	hazards to surface navigation composed of unconsolidated material		109433312-n;DGM_equivalent	U.SHSU
627	shelf valley	a valley on the shelf, generally the shoreward extension of a canyon		109337253-n;DGM_equivalent	U.SHVU
628	sill	the low part of a gap or saddle separating basins		109435232-n;DGM_equivalent	U.SILU
629	slope	the slope seaward from the shelf edge to the beginning of a continental rise or the point where there is a general reduction in slope		109437454-n;DGM_equivalent	U.SLPU
630	seamounts	elevations rising generally more than 1,000 meters and of limited extent across the summit		109427752-n;DGM_equivalent	U.SMSU
631	seamount	an elevation rising generally more than 1,000 meters and of limited extent across the summit		109427752-n;DGM_equivalent	U.SMU
632	spur	a subordinate elevation, ridge, or rise projecting outward from a larger feature		113912839-n;DGM_hyponym	U.SPRU
633	terrace	a relatively flat horizontal or gently inclined surface, sometimes long and narrow, which is bounded by a steeper ascending slope on one side and by a steep descending slope on the opposite side		109456207-n;DGM_equivalent	U.TERU
634	tablemounts (or guyots)	seamounts having a comparatively smooth, flat top		109300559-n;DGM_equivalent	U.TMSU
635	tablemount (or guyot)	a seamount having a comparatively smooth, flat top		109300559-n;DGM_equivalent	U.TMTU
636	tongue	an elongate (tongue-like) extension of a flat sea floor into an adjacent higher feature		109442595-n;DGM_equivalent	U.TNGU
637	trough	a long depression of the sea floor characteristically flat bottomed and steep sided, and normally shallower than a trench		109462773-n;DGM_equivalent	U.TRGU
638	trench	a long, narrow, characteristically very deep and asymmetrical depression of the sea floor, with relatively steep sides		109461315-n;DGM_equivalent	U.TRNU
639	valley	a relatively shallow, wide depression, the bottom of which usually has a continuous gradient		109468604-n;DGM_equivalent	U.VALU
640	valleys	a relatively shallow, wide depression, the bottom of which usually has a continuous gradient		109468604-n;DGM_equivalent	U.VLSU
641	bush(es)	a small clump of conspicuous bushes in an otherwise bare area		108438223-n;DGM_equivalent	V.BUSH
642	cultivated area	an area under cultivation		108497294-n;DGM_hyponym	V.CULT
643	forest	an area dominated by tree vegetation		109284015-n;DGM_equivalent	V.FRST
644	fossilized forest	a forest fossilized by geologic processes and now exposed at the earth's surface		108438533-n;DGM_hyponym	V.FRSTF
645	grassland	an area dominated by grass vegetation		108598301-n;DGM_equivalent	V.GRSLD
646	coconut grove	a planting of coconut trees		103463832-n;DGM_hyponym	V.GRVC
647	olive grove	a planting of olive trees		103463832-n;DGM_hyponym	V.GRVO
648	palm grove	a planting of palm trees		103463832-n;DGM_hyponym	V.GRVP
649	pine grove	a planting of pine trees		103463832-n;DGM_hyponym	V.GRVPN
650	heath	an upland moor or sandy area dominated by low shrubby vegetation including heather		108504851-n;DGM_equivalent	V.HTH
651	meadow	a small, poorly drained area dominated by grassy vegetation		108570634-n;DGM_equivalent	V.MDW
652	orchard	a planting of fruit or nut trees		103463832-n;DGM_equivalent	V.OCH
653	scrubland	an area of low trees, bushes, and shrubs stunted by some environmental limitation		108645104-n;DGM_equivalent	V.SCRB
654	tree	a conspicuous tree used as a landmark		113104059-n;DGM_equivalent	V.TREE
655	tundra	a marshy, treeless, high latitude plain, dominated by mosses, lichens, and low shrub vegetation under permafrost conditions		109463226-n;DGM_equivalent	V.TUND
656	vineyard	a planting of grapevines		104536038-n;DGM_equivalent	V.VIN
657	vineyards	plantings of grapevines		104536038-n;DGM_equivalent	V.VINS
